,round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
14,1,1,21/08/2021,Inter,Genoa,45,Genoa,2713,False,1402,Yayah Kallon,967510,F,63,Samir Handanović,86,Inter,1814,9.9,44.9,10,19,-2,assisted,strongFoot,0,
13,1,1,21/08/2021,Inter,Genoa,47,Genoa,2713,False,1402,Yayah Kallon,967510,F,63,Samir Handanović,86,Inter,1814,11.2,69.5,17,49,-2,assisted,weakFoot,0,
12,1,1,21/08/2021,Inter,Genoa,52,Inter,2697,True,1814,Nicolò Barella,363856,M,70,Salvatore Sirigu,82,Genoa,1402,11.8,69.6,17,48,2,assisted,strongFoot,0,
11,1,1,21/08/2021,Inter,Genoa,57,Genoa,2713,False,1402,Stefano Sabelli,184421,M,39,Samir Handanović,86,Inter,1814,14.2,45.4,14,12,-2,assisted,weakFoot,0,
10,1,1,21/08/2021,Inter,Genoa,58,Genoa,2713,False,1402,Nicolò Rovella,937324,M,48,Samir Handanović,86,Inter,1814,17.9,30.1,22,37,-2,free-kick,weakFoot,0,
9,1,1,21/08/2021,Inter,Genoa,62,Genoa,2713,False,1402,Nicolò Rovella,937324,M,48,Samir Handanović,86,Inter,1814,31.1,52.2,31,2,-2,set-piece,weakFoot,0,
8,1,1,21/08/2021,Inter,Genoa,63,Genoa,2713,False,1402,Flavio Bianchi,928779,F,66,Samir Handanović,86,Inter,1814,26.1,38.2,27,17,-2,fast-break,strongFoot,0,
7,1,1,21/08/2021,Inter,Genoa,68,Inter,2697,True,1814,Ivan Perišić,38710,M,79,Salvatore Sirigu,82,Genoa,1402,13.4,32.2,18,42,2,fast-break,weakFoot,0,
6,1,1,21/08/2021,Inter,Genoa,71,Inter,2697,True,1814,Edin Džeko,14990,F,83,Salvatore Sirigu,82,Genoa,1402,4.8,52.7,5,20,2,corner,head,0,
5,1,1,21/08/2021,Inter,Genoa,74,Inter,2697,True,1814,Edin Džeko,14990,F,83,Salvatore Sirigu,82,Genoa,1402,19.4,39.4,20,20,2,assisted,weakFoot,0,
4,1,1,21/08/2021,Inter,Genoa,74,Inter,2697,True,1814,Arturo Vidal,18342,M,78,Salvatore Sirigu,82,Genoa,1402,8.3,56.5,9,28,2,assisted,strongFoot,1,
3,1,1,21/08/2021,Inter,Genoa,76,Inter,2697,True,1814,Federico Dimarco,284361,M,60,Salvatore Sirigu,82,Genoa,1402,8.3,31.8,14,56,3,assisted,strongFoot,0,
2,1,1,21/08/2021,Inter,Genoa,82,Genoa,2713,False,1402,Flavio Bianchi,928779,F,66,Samir Handanović,86,Inter,1814,21.2,60.6,22,18,-3,assisted,weakFoot,0,
1,1,1,21/08/2021,Inter,Genoa,84,Genoa,2713,False,1402,Zinho Vanheusden,881024,D,43,Samir Handanović,86,Inter,1814,20.9,71.1,25,34,-3,assisted,strongFoot,0,
0,1,1,21/08/2021,Inter,Genoa,87,Inter,2697,True,1814,Edin Džeko,14990,F,83,Salvatore Sirigu,82,Genoa,1402,9.0,45.5,9,18,3,assisted,head,1,
23,1,2,21/08/2021,Empoli,Lazio,4,Empoli,2705,True,1538,Filippo Bandinelli,812332,M,66,Pepe Reina,78,Lazio,1637,8.3,29.6,16,59,0,assisted,strongFoot,1,
22,1,2,21/08/2021,Empoli,Lazio,6,Lazio,2699,False,1637,Sergej Milinković-Savić,331447,M,78,Guglielmo Vicario,71,Empoli,1538,2.6,55.4,4,54,0,corner,head,1,
21,1,2,21/08/2021,Empoli,Lazio,12,Lazio,2699,False,1637,Felipe Anderson,152276,M,73,Guglielmo Vicario,71,Empoli,1538,14.2,27.6,20,47,1,assisted,strongFoot,0,
20,1,2,21/08/2021,Empoli,Lazio,13,Empoli,2705,True,1538,Leonardo Mancuso,250931,F,71,Pepe Reina,78,Lazio,1637,13.9,44.9,14,14,-1,assisted,strongFoot,0,
19,1,2,21/08/2021,Empoli,Lazio,22,Empoli,2705,True,1538,Leonardo Mancuso,250931,F,71,Pepe Reina,78,Lazio,1637,13.8,38.0,16,30,-1,corner,strongFoot,0,
18,1,2,21/08/2021,Empoli,Lazio,24,Empoli,2705,True,1538,Filippo Bandinelli,812332,M,66,Pepe Reina,78,Lazio,1637,19.1,43.5,19,13,-1,assisted,weakFoot,0,
17,1,2,21/08/2021,Empoli,Lazio,28,Lazio,2699,False,1637,Ciro Immobile,45923,F,87,Guglielmo Vicario,71,Empoli,1538,7.5,33.7,13,55,1,set-piece,weakFoot,0,
16,1,2,21/08/2021,Empoli,Lazio,31,Lazio,2699,False,1637,Manuel Lazzari,273405,D,60,Guglielmo Vicario,71,Empoli,1538,10.9,64.9,14,42,1,assisted,strongFoot,1,
15,1,2,21/08/2021,Empoli,Lazio,41,Lazio,2699,False,1637,Ciro Immobile,45923,F,87,Guglielmo Vicario,71,Empoli,1538,11.5,50.0,11,0,2,penalty,strongFoot,1,
14,1,2,21/08/2021,Empoli,Lazio,47,Empoli,2705,True,1538,Filippo Bandinelli,812332,M,66,Pepe Reina,78,Lazio,1637,15.9,33.4,19,35,-3,assisted,strongFoot,0,
13,1,2,21/08/2021,Empoli,Lazio,50,Empoli,2705,True,1538,Simone Romagnoli,111487,D,39,Pepe Reina,78,Lazio,1637,8.2,43.4,9,28,-3,corner,head,0,
12,1,2,21/08/2021,Empoli,Lazio,51,Empoli,2705,True,1538,Riccardo Marchizza,792311,D,28,Pepe Reina,78,Lazio,1637,15.5,32.2,19,37,-3,assisted,strongFoot,0,
11,1,2,21/08/2021,Empoli,Lazio,55,Empoli,2705,True,1538,Filippo Bandinelli,812332,M,66,Pepe Reina,78,Lazio,1637,14.2,41.2,15,22,-3,assisted,strongFoot,0,
10,1,2,21/08/2021,Empoli,Lazio,55,Empoli,2705,True,1538,Nedim Bajrami,825861,M,58,Pepe Reina,78,Lazio,1637,14.5,49.3,14,1,-3,regular,strongFoot,0,
9,1,2,21/08/2021,Empoli,Lazio,59,Empoli,2705,True,1538,Patrick Cutrone,795044,F,71,Pepe Reina,78,Lazio,1637,7.0,35.1,12,55,-3,assisted,weakFoot,0,
8,1,2,21/08/2021,Empoli,Lazio,61,Empoli,2705,True,1538,Nedim Bajrami,825861,M,58,Pepe Reina,78,Lazio,1637,25.1,47.4,25,4,-3,fast-break,strongFoot,0,
7,1,2,21/08/2021,Empoli,Lazio,63,Lazio,2699,False,1637,Sergej Milinković-Savić,331447,M,78,Guglielmo Vicario,71,Empoli,1538,14.3,44.8,14,13,3,assisted,weakFoot,0,
6,1,2,21/08/2021,Empoli,Lazio,74,Lazio,2699,False,1637,André Anderson,947171,M,59,Guglielmo Vicario,71,Empoli,1538,3.7,65.5,11,70,3,assisted,strongFoot,0,
5,1,2,21/08/2021,Empoli,Lazio,78,Lazio,2699,False,1637,Elseid Hysaj,136322,D,49,Guglielmo Vicario,71,Empoli,1538,13.9,35.5,17,35,3,assisted,strongFoot,0,
4,1,2,21/08/2021,Empoli,Lazio,84,Empoli,2705,True,1538,Giovanni Crociata,826570,M,56,Pepe Reina,78,Lazio,1637,9.4,54.2,9,16,-3,assisted,strongFoot,0,
3,1,2,21/08/2021,Empoli,Lazio,85,Empoli,2705,True,1538,Szymon Żurkowski,860435,F,61,Pepe Reina,78,Lazio,1637,24.2,57.5,24,11,-3,assisted,strongFoot,0,
2,1,2,21/08/2021,Empoli,Lazio,90,Empoli,2705,True,1538,Liam Henderson,287573,M,59,Pepe Reina,78,Lazio,1637,14.3,38.9,16,27,-3,regular,strongFoot,0,
1,1,2,21/08/2021,Empoli,Lazio,90,Empoli,2705,True,1538,Nedim Bajrami,825861,M,58,Pepe Reina,78,Lazio,1637,11.4,19.1,23,61,-3,corner,strongFoot,0,
0,1,2,21/08/2021,Empoli,Lazio,90,Empoli,2705,True,1538,Riccardo Marchizza,792311,D,28,Pepe Reina,78,Lazio,1637,17.9,38.2,19,24,-3,regular,strongFoot,0,
27,1,3,21/08/2021,Torino,Atalanta,6,Atalanta,2686,False,1768,Luis Muriel,119242,F,82,Vanja Milinković-Savić,70,Torino,1428,17.6,66.6,20,32,0,assisted,weakFoot,1,
26,1,3,21/08/2021,Torino,Atalanta,9,Torino,2696,True,1428,Karol Linetty,189135,M,61,Juan Musso,81,Atalanta,1768,2.4,65.1,10,76,0,assisted,strongFoot,0,
25,1,3,21/08/2021,Torino,Atalanta,13,Torino,2696,True,1428,Antonio Sanabria,333261,F,71,Juan Musso,81,Atalanta,1768,11.5,45.7,11,14,0,assisted,head,0,
24,1,3,21/08/2021,Torino,Atalanta,18,Torino,2696,True,1428,Ola Aina,800417,D,59,Juan Musso,81,Atalanta,1768,25.1,39.8,26,15,0,assisted,strongFoot,0,
23,1,3,21/08/2021,Torino,Atalanta,22,Atalanta,2686,False,1768,Robin Gosens,377118,D,73,Vanja Milinković-Savić,70,Torino,1428,6.4,53.6,6,20,0,assisted,head,0,
22,1,3,21/08/2021,Torino,Atalanta,22,Atalanta,2686,False,1768,Luis Muriel,119242,F,82,Vanja Milinković-Savić,70,Torino,1428,7.6,61.3,10,45,0,assisted,strongFoot,0,
21,1,3,21/08/2021,Torino,Atalanta,25,Torino,2696,True,1428,Marko Pjaca,190435,F,67,Juan Musso,81,Atalanta,1768,23.9,51.8,23,2,0,regular,strongFoot,0,
20,1,3,21/08/2021,Torino,Atalanta,26,Torino,2696,True,1428,Rolando Mandragora,548178,M,63,Juan Musso,81,Atalanta,1768,23.2,37.1,24,20,0,regular,strongFoot,0,
19,1,3,21/08/2021,Torino,Atalanta,31,Atalanta,2686,False,1768,Ruslan Malinovskyi,195850,M,79,Vanja Milinković-Savić,70,Torino,1428,15.6,45.9,15,10,0,assisted,strongFoot,0,
18,1,3,21/08/2021,Torino,Atalanta,33,Torino,2696,True,1428,Karol Linetty,189135,M,61,Juan Musso,81,Atalanta,1768,25.8,49.7,25,0,0,assisted,weakFoot,0,
17,1,3,21/08/2021,Torino,Atalanta,33,Torino,2696,True,1428,Saša Lukić,371222,M,63,Juan Musso,81,Atalanta,1768,29.8,58.5,30,10,0,regular,strongFoot,0,
16,1,3,21/08/2021,Torino,Atalanta,34,Torino,2696,True,1428,Antonio Sanabria,333261,F,71,Juan Musso,81,Atalanta,1768,13.2,64.9,16,37,0,assisted,strongFoot,0,
15,1,3,21/08/2021,Torino,Atalanta,40,Torino,2696,True,1428,Bremer,885197,D,35,Juan Musso,81,Atalanta,1768,9.9,53.0,10,11,0,corner,head,0,
14,1,3,21/08/2021,Torino,Atalanta,43,Torino,2696,True,1428,Ola Aina,800417,D,59,Juan Musso,81,Atalanta,1768,10.9,26.1,19,56,0,assisted,weakFoot,0,
13,1,3,21/08/2021,Torino,Atalanta,44,Torino,2696,True,1428,Karol Linetty,189135,M,61,Juan Musso,81,Atalanta,1768,13.7,43.7,14,17,0,assisted,strongFoot,0,
12,1,3,21/08/2021,Torino,Atalanta,44,Torino,2696,True,1428,Rolando Mandragora,548178,M,63,Juan Musso,81,Atalanta,1768,25.1,38.8,26,16,0,regular,strongFoot,0,
11,1,3,21/08/2021,Torino,Atalanta,49,Torino,2696,True,1428,Antonio Sanabria,333261,F,71,Juan Musso,81,Atalanta,1768,21.3,45.7,21,7,0,free-kick,strongFoot,0,
10,1,3,21/08/2021,Torino,Atalanta,50,Torino,2696,True,1428,Antonio Sanabria,333261,F,71,Juan Musso,81,Atalanta,1768,9.5,47.3,9,10,0,assisted,weakFoot,0,
9,1,3,21/08/2021,Torino,Atalanta,55,Torino,2696,True,1428,Antonio Sanabria,333261,F,71,Juan Musso,81,Atalanta,1768,4.6,38.4,9,59,0,corner,strongFoot,0,
8,1,3,21/08/2021,Torino,Atalanta,56,Torino,2696,True,1428,Rolando Mandragora,548178,M,63,Juan Musso,81,Atalanta,1768,18.4,38.5,19,23,0,assisted,strongFoot,0,
7,1,3,21/08/2021,Torino,Atalanta,62,Torino,2696,True,1428,Koffi Djidji,158235,D,31,Juan Musso,81,Atalanta,1768,25.9,64.3,27,20,0,regular,strongFoot,0,
6,1,3,21/08/2021,Torino,Atalanta,68,Torino,2696,True,1428,Wilfried Singo,978285,D,39,Juan Musso,81,Atalanta,1768,4.3,67.8,12,70,0,assisted,strongFoot,0,
5,1,3,21/08/2021,Torino,Atalanta,70,Atalanta,2686,False,1768,Robin Gosens,377118,D,73,Vanja Milinković-Savić,70,Torino,1428,22.1,28.7,26,33,0,regular,strongFoot,0,
4,1,3,21/08/2021,Torino,Atalanta,71,Atalanta,2686,False,1768,Ruslan Malinovskyi,195850,M,79,Vanja Milinković-Savić,70,Torino,1428,15.5,36.3,18,31,0,corner,strongFoot,0,
3,1,3,21/08/2021,Torino,Atalanta,79,Torino,2696,True,1428,Andrea Belotti,220223,F,81,Juan Musso,81,Atalanta,1768,19.5,31.2,23,33,0,assisted,strongFoot,1,
2,1,3,21/08/2021,Torino,Atalanta,82,Torino,2696,True,1428,Wilfried Singo,978285,D,39,Juan Musso,81,Atalanta,1768,10.6,40.9,12,30,1,set-piece,head,0,
1,1,3,21/08/2021,Torino,Atalanta,88,Torino,2696,True,1428,Simone Verdi,98058,M,72,Juan Musso,81,Atalanta,1768,25.1,49.3,25,1,1,assisted,weakFoot,0,
0,1,3,21/08/2021,Torino,Atalanta,90,Atalanta,2686,False,1768,Roberto Piccoli,958982,F,62,Vanja Milinković-Savić,70,Torino,1428,5.7,48.5,5,10,-1,assisted,strongFoot,1,
27,1,4,22/08/2021,Bologna,US Salernitana 1919,3,US Salernitana 1919,2710,False,1383,Federico Bonazzoli,284363,F,67,Łukasz Skorupski,75,Bologna,1410,23.2,60.6,24,17,0,regular,strongFoot,0,
26,1,4,22/08/2021,Bologna,US Salernitana 1919,11,Bologna,2685,True,1410,Marko Arnautović,21927,F,81,Vid Belec,73,US Salernitana 1919,1383,12.2,70.9,18,49,0,assisted,weakFoot,0,
25,1,4,22/08/2021,Bologna,US Salernitana 1919,18,Bologna,2685,True,1410,Riccardo Orsolini,793645,M,69,Vid Belec,73,US Salernitana 1919,1383,8.1,75.8,19,65,0,corner,strongFoot,0,
24,1,4,22/08/2021,Bologna,US Salernitana 1919,20,US Salernitana 1919,2710,False,1383,Federico Bonazzoli,284363,F,67,Łukasz Skorupski,75,Bologna,1410,21.4,73.6,26,36,0,free-kick,strongFoot,0,
23,1,4,22/08/2021,Bologna,US Salernitana 1919,24,US Salernitana 1919,2710,False,1383,Lassana Coulibaly,804621,M,56,Łukasz Skorupski,75,Bologna,1410,23.8,49.5,23,0,0,regular,strongFoot,0,
22,1,4,22/08/2021,Bologna,US Salernitana 1919,25,Bologna,2685,True,1410,Nicolás Domínguez,871765,M,65,Vid Belec,73,US Salernitana 1919,1383,20.2,54.6,20,8,0,regular,strongFoot,0,
21,1,4,22/08/2021,Bologna,US Salernitana 1919,25,Bologna,2685,True,1410,Aaron Hickey,966869,D,49,Vid Belec,73,US Salernitana 1919,1383,27.3,31.8,29,24,0,regular,weakFoot,0,
20,1,4,22/08/2021,Bologna,US Salernitana 1919,30,US Salernitana 1919,2710,False,1383,Norbert Gyömbér,224456,D,31,Łukasz Skorupski,75,Bologna,1410,11.1,50.9,11,3,0,corner,head,0,
19,1,4,22/08/2021,Bologna,US Salernitana 1919,32,Bologna,2685,True,1410,Aaron Hickey,966869,D,49,Vid Belec,73,US Salernitana 1919,1383,17.5,27.0,23,41,0,assisted,weakFoot,0,
18,1,4,22/08/2021,Bologna,US Salernitana 1919,33,US Salernitana 1919,2710,False,1383,Federico Bonazzoli,284363,F,67,Łukasz Skorupski,75,Bologna,1410,18.8,44.5,19,11,0,assisted,strongFoot,0,
17,1,4,22/08/2021,Bologna,US Salernitana 1919,34,Bologna,2685,True,1410,Marko Arnautović,21927,F,81,Vid Belec,73,US Salernitana 1919,1383,19.7,55.7,20,11,0,assisted,weakFoot,0,
16,1,4,22/08/2021,Bologna,US Salernitana 1919,36,Bologna,2685,True,1410,Riccardo Orsolini,793645,M,69,Vid Belec,73,US Salernitana 1919,1383,17.7,54.2,17,9,0,free-kick,strongFoot,0,
15,1,4,22/08/2021,Bologna,US Salernitana 1919,36,Bologna,2685,True,1410,Riccardo Orsolini,793645,M,69,Vid Belec,73,US Salernitana 1919,1383,17.9,48.9,17,2,0,set-piece,strongFoot,0,
14,1,4,22/08/2021,Bologna,US Salernitana 1919,37,Bologna,2685,True,1410,Nicolás Domínguez,871765,M,65,Vid Belec,73,US Salernitana 1919,1383,6.3,46.2,6,22,0,corner,head,0,
13,1,4,22/08/2021,Bologna,US Salernitana 1919,43,US Salernitana 1919,2710,False,1383,Milan Đurić,76132,F,64,Łukasz Skorupski,75,Bologna,1410,8.8,49.3,8,3,0,assisted,head,0,
12,1,4,22/08/2021,Bologna,US Salernitana 1919,43,Bologna,2685,True,1410,Marko Arnautović,21927,F,81,Vid Belec,73,US Salernitana 1919,1383,8.3,70.9,16,59,0,assisted,weakFoot,0,
11,1,4,22/08/2021,Bologna,US Salernitana 1919,48,US Salernitana 1919,2710,False,1383,Wajdi Kechrida,880061,D,32,Łukasz Skorupski,75,Bologna,1410,9.3,69.7,16,55,0,assisted,strongFoot,0,
10,1,4,22/08/2021,Bologna,US Salernitana 1919,52,US Salernitana 1919,2710,False,1383,Federico Bonazzoli,284363,F,67,Łukasz Skorupski,75,Bologna,1410,11.5,50.0,11,0,0,penalty,strongFoot,1,
9,1,4,22/08/2021,Bologna,US Salernitana 1919,54,Bologna,2685,True,1410,Nicolás Domínguez,871765,M,65,Vid Belec,73,US Salernitana 1919,1383,8.7,31.4,15,55,-1,assisted,weakFoot,0,
8,1,4,22/08/2021,Bologna,US Salernitana 1919,58,Bologna,2685,True,1410,Nicola Sansone,100580,F,72,Vid Belec,73,US Salernitana 1919,1383,23.8,50.1,23,0,-1,free-kick,strongFoot,0,
7,1,4,22/08/2021,Bologna,US Salernitana 1919,59,Bologna,2685,True,1410,Lorenzo De Silvestri,14718,D,66,Vid Belec,73,US Salernitana 1919,1383,4.0,59.0,7,56,-1,corner,head,1,
