,round,game_index,date,home_team,away_team,minute,team,teamId,isHome,eloTeam,player,playerId,position,rating,keeper,keeperRating,opponent,eloOpponent,x,y,distance,angle,goal_difference,situation,body_part,goal,xg
12,1,0,17/08/2024,Genoa,Inter,68,Inter,2697,False,1959,Federico Dimarco,284361,M,76,Pierluigi Gollini,76,Genoa,1696,5.1,32.8,12,66,0,assisted,strongFoot,0,0.032025653868914
11,1,0,17/08/2024,Genoa,Inter,72,Inter,2697,False,1959,Nicolò Barella,363856,M,77,Pierluigi Gollini,76,Genoa,1696,20.3,66.8,23,29,0,regular,strongFoot,0,0.013666692189872
10,1,0,17/08/2024,Genoa,Inter,74,Inter,2697,False,1959,Federico Dimarco,284361,M,76,Pierluigi Gollini,76,Genoa,1696,20.4,65.8,23,27,0,free-kick,strongFoot,0,0.070550978183746
9,1,0,17/08/2024,Genoa,Inter,75,Inter,2697,False,1959,Davide Frattesi,835600,M,74,Pierluigi Gollini,76,Genoa,1696,8.7,46.7,8,14,0,corner,head,0,0.057781748473644
8,1,0,17/08/2024,Genoa,Inter,79,Genoa,2713,True,1696,Stefano Sabelli,184421,M,38,Yann Sommer,87,Inter,1959,12.5,77.1,22,55,0,set-piece,strongFoot,0,0.01209444180131
7,1,0,17/08/2024,Genoa,Inter,80,Genoa,2713,True,1696,Junior Messias,888219,F,72,Yann Sommer,87,Inter,1959,23.9,50.7,23,1,0,assisted,strongFoot,0,0.025550317019224
6,1,0,17/08/2024,Genoa,Inter,81,Genoa,2713,True,1696,Vitinha,1093695,F,74,Yann Sommer,87,Inter,1959,11.9,33.6,16,43,0,regular,strongFoot,0,0.051234807819128
5,1,0,17/08/2024,Genoa,Inter,83,Inter,2697,False,1959,Marcus Thuram,791702,F,80,Pierluigi Gollini,76,Genoa,1696,8.6,55.5,9,23,0,assisted,strongFoot,1,0.47240719199181
4,1,0,17/08/2024,Genoa,Inter,87,Inter,2697,False,1959,Kristjan Asllani,996820,M,60,Pierluigi Gollini,76,Genoa,1696,2.9,60.3,7,67,1,fast-break,strongFoot,0,0.27902156114578
3,1,0,17/08/2024,Genoa,Inter,90,Genoa,2713,True,1696,Morten Thorsby,280991,M,61,Yann Sommer,87,Inter,1959,9.2,51.9,9,7,-1,assisted,head,0,0.069862507283688
2,1,0,17/08/2024,Genoa,Inter,90,Genoa,2713,True,1696,Junior Messias,888219,F,72,Yann Sommer,87,Inter,1959,11.5,50.0,11,0,-1,penalty,strongFoot,0,0.7884
1,1,0,17/08/2024,Genoa,Inter,90,Genoa,2713,True,1696,Junior Messias,888219,F,72,Yann Sommer,87,Inter,1959,6.0,52.3,6,14,-1,set-piece,weakFoot,1,0.72923767566681
0,1,0,17/08/2024,Genoa,Inter,90,Genoa,2713,True,1696,Vitinha,1093695,F,74,Yann Sommer,87,Inter,1959,13.2,18.6,25,58,0,free-kick,strongFoot,0,0.039593737572432
28,1,1,17/08/2024,Parma,Fiorentina,4,Parma,2690,True,1576,Valentin Mihăilă,925242,M,64,Pietro Terracciano,79,Fiorentina,1772,8.3,40.7,10,37,0,regular,strongFoot,0,0.12334737181664
26,1,1,17/08/2024,Parma,Fiorentina,4,Parma,2690,True,1576,Valentin Mihăilă,925242,M,64,Pietro Terracciano,79,Fiorentina,1772,7.5,46.2,7,19,0,regular,weakFoot,0,0.62642621994019
27,1,1,17/08/2024,Parma,Fiorentina,4,Parma,2690,True,1576,Simon Sohm,909991,M,65,Pietro Terracciano,79,Fiorentina,1772,23.7,48.3,23,2,0,assisted,strongFoot,0,0.039952866733074
25,1,1,17/08/2024,Parma,Fiorentina,6,Fiorentina,2693,False,1772,Rolando Mandragora,548178,M,66,Zion Suzuki,71,Parma,1576,26.6,68.6,29,25,0,assisted,strongFoot,0,0.01914120092988
24,1,1,17/08/2024,Parma,Fiorentina,10,Fiorentina,2693,False,1772,Dodô,822518,M,57,Zion Suzuki,71,Parma,1576,10.3,66.8,15,47,0,assisted,head,0,0.016959080472589
23,1,1,17/08/2024,Parma,Fiorentina,10,Fiorentina,2693,False,1772,Lucas Martínez Quarta,795297,D,55,Zion Suzuki,71,Parma,1576,24.8,62.7,26,19,0,assisted,strongFoot,0,0.010551997460425
22,1,1,17/08/2024,Parma,Fiorentina,18,Fiorentina,2693,False,1772,Andrea Colpani,928122,F,75,Zion Suzuki,71,Parma,1576,13.0,55.5,13,16,0,regular,strongFoot,0,0.22322262823582
21,1,1,17/08/2024,Parma,Fiorentina,20,Fiorentina,2693,False,1772,Moise Kean,835601,F,75,Zion Suzuki,71,Parma,1576,19.1,30.4,23,34,0,regular,strongFoot,0,0.017538061365485
20,1,1,17/08/2024,Parma,Fiorentina,23,Parma,2690,True,1576,Dennis Man,812145,M,72,Pietro Terracciano,79,Fiorentina,1772,14.3,62.1,16,29,0,assisted,strongFoot,1,0.11384312063456
19,1,1,17/08/2024,Parma,Fiorentina,25,Fiorentina,2693,False,1772,Cristiano Biraghi,122848,D,67,Zion Suzuki,71,Parma,1576,16.9,27.7,22,41,-1,assisted,strongFoot,0,0.029694201424718
18,1,1,17/08/2024,Parma,Fiorentina,27,Parma,2690,True,1576,Valentin Mihăilă,925242,M,64,Pietro Terracciano,79,Fiorentina,1772,12.3,43.1,13,20,1,assisted,strongFoot,0,0.17020119726658
17,1,1,17/08/2024,Parma,Fiorentina,28,Parma,2690,True,1576,Simon Sohm,909991,M,65,Pietro Terracciano,79,Fiorentina,1772,12.7,53.0,12,9,1,regular,strongFoot,0,0.089945830404758
16,1,1,17/08/2024,Parma,Fiorentina,28,Parma,2690,True,1576,Simon Sohm,909991,M,65,Pietro Terracciano,79,Fiorentina,1772,8.6,64.8,13,49,1,assisted,strongFoot,0,0.29269230365753
15,1,1,17/08/2024,Parma,Fiorentina,29,Parma,2690,True,1576,Dennis Man,812145,M,72,Pietro Terracciano,79,Fiorentina,1772,11.6,67.3,16,45,1,corner,strongFoot,0,0.067529663443565
14,1,1,17/08/2024,Parma,Fiorentina,30,Parma,2690,True,1576,Valentin Mihăilă,925242,M,64,Pietro Terracciano,79,Fiorentina,1772,13.5,30.2,19,44,1,assisted,strongFoot,0,0.036325812339783
13,1,1,17/08/2024,Parma,Fiorentina,36,Parma,2690,True,1576,Nahuel Estévez,895868,M,69,Pietro Terracciano,79,Fiorentina,1772,10.7,30.3,17,51,1,set-piece,strongFoot,0,0.023216791450977
12,1,1,17/08/2024,Parma,Fiorentina,42,Fiorentina,2693,False,1772,Moise Kean,835601,F,75,Zion Suzuki,71,Parma,1576,14.8,50.0,14,0,-1,assisted,weakFoot,0,0.14589340984821
11,1,1,17/08/2024,Parma,Fiorentina,43,Fiorentina,2693,False,1772,Andrea Colpani,928122,F,75,Zion Suzuki,71,Parma,1576,8.8,66.1,14,51,-1,corner,strongFoot,0,0.060167286545038
10,1,1,17/08/2024,Parma,Fiorentina,47,Parma,2690,True,1576,Ange-Yoan Bonny,1086223,F,72,Pietro Terracciano,79,Fiorentina,1772,13.6,62.2,15,31,1,assisted,weakFoot,0,0.038969196379185
9,1,1,17/08/2024,Parma,Fiorentina,54,Parma,2690,True,1576,Adrián Bernabé,934384,M,70,Pietro Terracciano,79,Fiorentina,1772,30.5,53.6,30,4,1,assisted,strongFoot,0,0.011193979531527
8,1,1,17/08/2024,Parma,Fiorentina,56,Fiorentina,2693,False,1772,Andrea Colpani,928122,F,75,Zion Suzuki,71,Parma,1576,20.3,70.5,24,34,-1,assisted,strongFoot,0,0.019433185458183
7,1,1,17/08/2024,Parma,Fiorentina,63,Fiorentina,2693,False,1772,Rolando Mandragora,548178,M,66,Zion Suzuki,71,Parma,1576,24.1,43.5,24,10,-1,assisted,strongFoot,0,0.027268461883068
6,1,1,17/08/2024,Parma,Fiorentina,66,Fiorentina,2693,False,1772,Jonathan Ikoné,802142,F,66,Zion Suzuki,71,Parma,1576,26.8,67.5,29,23,-1,assisted,strongFoot,0,0.014249479398131
5,1,1,17/08/2024,Parma,Fiorentina,68,Fiorentina,2693,False,1772,Rolando Mandragora,548178,M,66,Zion Suzuki,71,Parma,1576,22.8,37.8,24,19,-1,regular,strongFoot,0,0.020743176341057
4,1,1,17/08/2024,Parma,Fiorentina,71,Fiorentina,2693,False,1772,Dodô,822518,M,57,Zion Suzuki,71,Parma,1576,25.1,70.5,28,29,-1,corner,strongFoot,0,0.0058635449968278
3,1,1,17/08/2024,Parma,Fiorentina,75,Fiorentina,2693,False,1772,Cristiano Biraghi,122848,D,67,Zion Suzuki,71,Parma,1576,8.3,80.3,22,68,-1,free-kick,strongFoot,1,0.039715502411127
2,1,1,17/08/2024,Parma,Fiorentina,82,Fiorentina,2693,False,1772,Michael Kayode,1137431,D,34,Zion Suzuki,71,Parma,1576,7.4,33.5,13,56,0,regular,weakFoot,0,0.10425501316786
1,1,1,17/08/2024,Parma,Fiorentina,85,Parma,2690,True,1576,Drissa Camara,958167,M,56,Pietro Terracciano,79,Fiorentina,1772,13.6,27.2,20,48,0,assisted,strongFoot,0,0.017329499125481
0,1,1,17/08/2024,Parma,Fiorentina,88,Parma,2690,True,1576,Wylan Cyprien,308054,M,68,Pietro Terracciano,79,Fiorentina,1772,13.2,43.6,13,18,0,throw-in-set-piece,strongFoot,0,0.19509920477867
33,1,2,17/08/2024,AC Milan,Torino,6,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,7.9,31.1,15,58,0,assisted,weakFoot,0,0.025884130969644
32,1,2,17/08/2024,AC Milan,Torino,7,AC Milan,2692,True,1834,Malick Thiaw,1014286,D,47,Vanja Milinković-Savić,77,Torino,1738,5.8,44.0,7,35,0,corner,head,0,0.087630175054073
31,1,2,17/08/2024,AC Milan,Torino,7,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,4.4,46.3,5,29,0,corner,strongFoot,0,0.43677657842636
30,1,2,17/08/2024,AC Milan,Torino,15,Torino,2696,False,1738,Duván Zapata,38162,F,81,Mike Maignan,87,AC Milan,1834,21.5,28.6,25,34,0,assisted,strongFoot,0,0.029853558167815
29,1,2,17/08/2024,AC Milan,Torino,18,Torino,2696,False,1738,Duván Zapata,38162,F,81,Mike Maignan,87,AC Milan,1834,18.1,54.2,18,8,0,assisted,strongFoot,0,0.047357127070427
28,1,2,17/08/2024,AC Milan,Torino,21,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,27.2,66.4,29,22,0,regular,strongFoot,0,0.019666105508804
27,1,2,17/08/2024,AC Milan,Torino,25,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,18.9,33.8,21,30,0,assisted,weakFoot,0,0.040052309632301
26,1,2,17/08/2024,AC Milan,Torino,30,Torino,2696,False,1738,Raoul Bellanova,826185,M,30,Mike Maignan,87,AC Milan,1834,4.5,64.4,10,65,0,assisted,head,0,0.033266838639975
25,1,2,17/08/2024,AC Milan,Torino,30,Torino,2696,False,1738,Malick Thiaw,1014286,D,47,Mike Maignan,87,AC Milan,1834,0.59999999999999,50.1,0,6,0,regular,strongFoot,1,
24,1,2,17/08/2024,AC Milan,Torino,38,Torino,2696,False,1738,Duván Zapata,38162,F,81,Mike Maignan,87,AC Milan,1834,7.2,42.4,8,35,1,corner,head,0,0.057157870382071
23,1,2,17/08/2024,AC Milan,Torino,41,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,14.7,43.0,15,17,-1,fast-break,strongFoot,0,0.35828846693039
22,1,2,17/08/2024,AC Milan,Torino,44,Torino,2696,False,1738,Ivan Ilić,877371,M,71,Mike Maignan,87,AC Milan,1834,18.1,49.7,18,0,1,assisted,weakFoot,0,0.072013452649117
21,1,2,17/08/2024,AC Milan,Torino,45,AC Milan,2692,True,1834,Samuel Chukwueze,822470,F,73,Vanja Milinković-Savić,77,Torino,1738,26.6,52.1,26,3,-1,assisted,strongFoot,0,0.030810203403234
20,1,2,17/08/2024,AC Milan,Torino,45,AC Milan,2692,True,1834,Luka Jović,319129,F,78,Vanja Milinković-Savić,77,Torino,1738,9.2,50.0,9,0,-1,assisted,head,0,0.070071667432785
19,1,2,17/08/2024,AC Milan,Torino,48,AC Milan,2692,True,1834,Christian Pulišić,817957,F,81,Vanja Milinković-Savić,77,Torino,1738,2.7,72.1,15,79,-1,regular,strongFoot,0,0.30877694487572
18,1,2,17/08/2024,AC Milan,Torino,49,AC Milan,2692,True,1834,Christian Pulišić,817957,F,81,Vanja Milinković-Savić,77,Torino,1738,21.2,65.3,23,26,-1,assisted,weakFoot,0,0.031518291682005
17,1,2,17/08/2024,AC Milan,Torino,59,AC Milan,2692,True,1834,Samuel Chukwueze,822470,F,73,Vanja Milinković-Savić,77,Torino,1738,15.4,58.1,16,19,-1,assisted,strongFoot,0,0.058340236544609
16,1,2,17/08/2024,AC Milan,Torino,68,Torino,2696,False,1738,Duván Zapata,38162,F,81,Mike Maignan,87,AC Milan,1834,3.0,51.6,3,19,1,assisted,head,1,0.7243937253952
15,1,2,17/08/2024,AC Milan,Torino,72,AC Milan,2692,True,1834,Christian Pulišić,817957,F,81,Vanja Milinković-Savić,77,Torino,1738,11.6,53.4,11,11,-2,assisted,weakFoot,0,0.089013941586018
14,1,2,17/08/2024,AC Milan,Torino,73,AC Milan,2692,True,1834,Yunus Musah,983815,M,68,Vanja Milinković-Savić,77,Torino,1738,21.2,45.8,21,7,-2,regular,strongFoot,0,0.02129016444087
13,1,2,17/08/2024,AC Milan,Torino,74,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,9.4,39.9,11,36,-2,assisted,head,0,0.023860409855843
12,1,2,17/08/2024,AC Milan,Torino,75,AC Milan,2692,True,1834,Yunus Musah,983815,M,68,Vanja Milinković-Savić,77,Torino,1738,14.5,71.6,20,45,-2,assisted,strongFoot,0,0.021328808739781
11,1,2,17/08/2024,AC Milan,Torino,76,AC Milan,2692,True,1834,Fikayo Tomori,788255,D,39,Vanja Milinković-Savić,77,Torino,1738,12.8,47.4,12,7,-2,corner,head,0,0.014854080043733
10,1,2,17/08/2024,AC Milan,Torino,78,Torino,2696,False,1738,Mërgim Vojvoda,798147,D,52,Mike Maignan,87,AC Milan,1834,22.8,75.0,28,36,2,assisted,strongFoot,0,0.023632070049644
9,1,2,17/08/2024,AC Milan,Torino,81,AC Milan,2692,True,1834,Rafael Leão,851284,F,78,Vanja Milinković-Savić,77,Torino,1738,12.9,34.6,16,39,-2,assisted,strongFoot,0,0.052755065262318
8,1,2,17/08/2024,AC Milan,Torino,81,AC Milan,2692,True,1834,Tijjani Reijnders,893549,M,74,Vanja Milinković-Savić,77,Torino,1738,21.3,29.9,25,32,-2,regular,strongFoot,0,0.019559491425753
7,1,2,17/08/2024,AC Milan,Torino,89,AC Milan,2692,True,1834,Yunus Musah,983815,M,68,Vanja Milinković-Savić,77,Torino,1738,25.0,54.3,25,6,-2,assisted,strongFoot,0,0.026261262595654
6,1,2,17/08/2024,AC Milan,Torino,89,AC Milan,2692,True,1834,Tijjani Reijnders,893549,M,74,Vanja Milinković-Savić,77,Torino,1738,18.7,70.7,23,36,-2,regular,strongFoot,0,0.022660970687866
5,1,2,17/08/2024,AC Milan,Torino,89,AC Milan,2692,True,1834,Álvaro Morata,125407,F,80,Vanja Milinković-Savić,77,Torino,1738,9.5,56.6,10,25,-2,regular,strongFoot,1,0.083012349903584
4,1,2,17/08/2024,AC Milan,Torino,90,AC Milan,2692,True,1834,Yunus Musah,983815,M,68,Vanja Milinković-Savić,77,Torino,1738,21.7,36.6,23,22,-1,corner,strongFoot,0,0.035806071013212
3,1,2,17/08/2024,AC Milan,Torino,90,AC Milan,2692,True,1834,Noah Okafor,865523,F,77,Vanja Milinković-Savić,77,Torino,1738,12.5,54.2,12,12,-1,assisted,strongFoot,1,0.21151675283909
2,1,2,17/08/2024,AC Milan,Torino,90,AC Milan,2692,True,1834,Theo Hernández,788027,D,76,Vanja Milinković-Savić,77,Torino,1738,13.6,62.3,15,31,0,set-piece,strongFoot,0,0.044834207743406
1,1,2,17/08/2024,AC Milan,Torino,90,AC Milan,2692,True,1834,Yunus Musah,983815,M,68,Vanja Milinković-Savić,77,Torino,1738,20.6,71.6,25,35,0,corner,strongFoot,0,0.017026800662279
0,1,2,17/08/2024,AC Milan,Torino,90,AC Milan,2692,True,1834,Tijjani Reijnders,893549,M,74,Vanja Milinković-Savić,77,Torino,1738,25.7,44.5,25,8,0,assisted,strongFoot,0,0.017736922949553
16,1,3,17/08/2024,Empoli,Monza,8,Monza,2729,False,1664,Daniel Maldini,970928,F,70,Devis Vásquez,68,Empoli,1638,20.0,61.3,21,21,0,assisted,strongFoot,0,0.028677750378847
15,1,3,17/08/2024,Empoli,Monza,11,Empoli,2705,True,1638,Sebastiano Esposito,965008,F,73,Semuel Pizzignacco,66,Monza,1664,15.8,72.0,21,43,0,fast-break,strongFoot,0,0.032707467675209
14,1,3,17/08/2024,Empoli,Monza,12,Empoli,2705,True,1638,Sebastiano Esposito,965008,F,73,Semuel Pizzignacco,66,Monza,1664,10.8,52.8,10,9,0,regular,strongFoot,0,0.09771852940321
13,1,3,17/08/2024,Empoli,Monza,21,Empoli,2705,True,1638,Youssef Maleh,849274,M,64,Semuel Pizzignacco,66,Monza,1664,21.8,55.4,22,9,0,regular,weakFoot,0,0.02919470705092
12,1,3,17/08/2024,Empoli,Monza,40,Empoli,2705,True,1638,Emmanuel Gyasi,541578,M,62,Semuel Pizzignacco,66,Monza,1664,12.9,68.5,18,44,0,regular,weakFoot,0,0.032565828412771
11,1,3,17/08/2024,Empoli,Monza,45,Empoli,2705,True,1638,Sebastiano Esposito,965008,F,73,Semuel Pizzignacco,66,Monza,1664,11.4,54.9,11,16,0,set-piece,head,0,0.026985971257091
10,1,3,17/08/2024,Empoli,Monza,47,Monza,2729,False,1664,Samuele Birindelli,856729,M,51,Devis Vásquez,68,Empoli,1638,10.7,73.8,19,56,0,corner,strongFoot,0,0.029676014557481
9,1,3,17/08/2024,Empoli,Monza,47,Monza,2729,False,1664,Andrea Petagna,295973,F,73,Devis Vásquez,68,Empoli,1638,8.1,64.2,12,50,0,corner,weakFoot,0,0.034832619130611
8,1,3,17/08/2024,Empoli,Monza,49,Empoli,2705,True,1638,Liam Henderson,287573,M,63,Semuel Pizzignacco,66,Monza,1664,28.0,32.4,30,23,0,set-piece,strongFoot,0,0.013804047368467
7,1,3,17/08/2024,Empoli,Monza,54,Empoli,2705,True,1638,Sebastiano Esposito,965008,F,73,Semuel Pizzignacco,66,Monza,1664,29.1,53.1,29,4,0,free-kick,strongFoot,0,0.034838028252125
6,1,3,17/08/2024,Empoli,Monza,55,Empoli,2705,True,1638,Ardian Ismajli,840414,D,30,Semuel Pizzignacco,66,Monza,1664,9.2,39.7,11,37,0,corner,head,0,0.012731084600091
5,1,3,17/08/2024,Empoli,Monza,56,Empoli,2705,True,1638,Mattia Viti,1009268,D,34,Semuel Pizzignacco,66,Monza,1664,7.9,49.1,7,4,0,corner,other,0,0.046838935464621
4,1,3,17/08/2024,Empoli,Monza,66,Monza,2729,False,1664,Andrea Petagna,295973,F,73,Devis Vásquez,68,Empoli,1638,11.8,34.9,15,41,0,assisted,strongFoot,0,0.039571523666382
3,1,3,17/08/2024,Empoli,Monza,74,Monza,2729,False,1664,Luca Caldirola,100565,D,41,Devis Vásquez,68,Empoli,1638,9.4,40.6,11,34,0,corner,strongFoot,0,0.17103758454323
2,1,3,17/08/2024,Empoli,Monza,76,Empoli,2705,True,1638,Lorenzo Colombo,930191,F,74,Semuel Pizzignacco,66,Monza,1664,11.8,64.2,15,39,0,assisted,strongFoot,0,0.080355480313301
1,1,3,17/08/2024,Empoli,Monza,86,Empoli,2705,True,1638,Ola Solbakken,920744,F,67,Semuel Pizzignacco,66,Monza,1664,2.7,67.5,12,77,0,assisted,strongFoot,0,0.058554876595736
0,1,3,17/08/2024,Empoli,Monza,90,Monza,2729,False,1664,Andrea Petagna,295973,F,73,Devis Vásquez,68,Empoli,1638,18.2,39.3,19,21,0,assisted,strongFoot,0,0.032030750066042
25,1,4,18/08/2024,Bologna,Udinese,8,Bologna,2685,True,1790,Riccardo Orsolini,793645,M,80,Maduka Okoye,74,Udinese,1666,8.2,66.0,13,52,0,assisted,strongFoot,0,0.098241560161114
24,1,4,18/08/2024,Bologna,Udinese,11,Bologna,2685,True,1790,Santiago Castro,1116577,F,71,Maduka Okoye,74,Udinese,1666,14.4,47.1,14,7,0,assisted,strongFoot,0,0.045864790678024
23,1,4,18/08/2024,Bologna,Udinese,15,Bologna,2685,True,1790,Nikola Moro,814882,M,72,Maduka Okoye,74,Udinese,1666,8.0,43.2,9,30,0,assisted,weakFoot,0,0.10357913374901
22,1,4,18/08/2024,Bologna,Udinese,23,Udinese,2695,False,1666,Martín Payero,895592,M,64,Łukasz Skorupski,79,Bologna,1790,7.7,52.9,7,14,0,corner,weakFoot,0,0.11409794539213
21,1,4,18/08/2024,Bologna,Udinese,31,Bologna,2685,True,1790,Dan Ndoye,944327,M,66,Maduka Okoye,74,Udinese,1666,14.7,47.9,14,5,0,fast-break,weakFoot,0,0.67663848400116
20,1,4,18/08/2024,Bologna,Udinese,41,Bologna,2685,True,1790,Riccardo Orsolini,793645,M,80,Maduka Okoye,74,Udinese,1666,11.4,69.5,17,49,0,assisted,strongFoot,0,0.038900073617697
19,1,4,18/08/2024,Bologna,Udinese,45,Bologna,2685,True,1790,Dan Ndoye,944327,M,66,Maduka Okoye,74,Udinese,1666,7.5,33.7,13,55,0,assisted,weakFoot,0,0.14079611003399
18,1,4,18/08/2024,Bologna,Udinese,47,Bologna,2685,True,1790,Dan Ndoye,944327,M,66,Maduka Okoye,74,Udinese,1666,13.7,29.9,19,44,0,regular,weakFoot,0,0.038350664079189
17,1,4,18/08/2024,Bologna,Udinese,47,Bologna,2685,True,1790,Riccardo Orsolini,793645,M,80,Maduka Okoye,74,Udinese,1666,8.6,67.5,14,54,0,corner,weakFoot,0,0.050724197179079
16,1,4,18/08/2024,Bologna,Udinese,48,Bologna,2685,True,1790,Santiago Castro,1116577,F,71,Maduka Okoye,74,Udinese,1666,13.0,57.9,14,22,0,corner,strongFoot,0,0.087735913693905
15,1,4,18/08/2024,Bologna,Udinese,48,Bologna,2685,True,1790,Giovanni Fabbian,1067204,M,72,Maduka Okoye,74,Udinese,1666,12.1,53.9,12,12,0,assisted,weakFoot,0,0.095988966524601
14,1,4,18/08/2024,Bologna,Udinese,49,Bologna,2685,True,1790,Santiago Castro,1116577,F,71,Maduka Okoye,74,Udinese,1666,27.4,29.1,30,27,0,regular,strongFoot,0,0.017263378947973
13,1,4,18/08/2024,Bologna,Udinese,51,Bologna,2685,True,1790,Sam Beukema,898815,D,54,Maduka Okoye,74,Udinese,1666,28.2,44.0,28,8,0,assisted,weakFoot,0,0.018626188859344
12,1,4,18/08/2024,Bologna,Udinese,51,Bologna,2685,True,1790,Santiago Castro,1116577,F,71,Maduka Okoye,74,Udinese,1666,12.4,44.8,12,15,0,assisted,strongFoot,0,0.18070520460606
10,1,4,18/08/2024,Bologna,Udinese,53,Bologna,2685,True,1790,Dan Ndoye,944327,M,66,Maduka Okoye,74,Udinese,1666,2.5,44.3,4,57,0,regular,head,0,0.24933362007141
11,1,4,18/08/2024,Bologna,Udinese,53,Bologna,2685,True,1790,Riccardo Orsolini,793645,M,80,Maduka Okoye,74,Udinese,1666,7.7,53.0,7,14,0,assisted,strongFoot,0,0.36912682652473
9,1,4,18/08/2024,Bologna,Udinese,55,Bologna,2685,True,1790,Nikola Moro,814882,M,72,Maduka Okoye,74,Udinese,1666,18.2,54.6,18,9,0,corner,weakFoot,0,0.04300095513463
8,1,4,18/08/2024,Bologna,Udinese,57,Bologna,2685,True,1790,Riccardo Orsolini,793645,M,80,Maduka Okoye,74,Udinese,1666,11.5,50.0,11,0,0,penalty,strongFoot,1,0.7884
